order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000806,ORD0000271,PROD00023,2,419.11,0,838.22
ITEM00000807,ORD0000271,PROD00008,4,333.4,10,1200.24
ITEM00000808,ORD0000272,PROD00056,2,429.06,20,686.5
ITEM00000809,ORD0000272,PROD00132,1,465.54,0,465.54
ITEM00000810,ORD0000272,PROD00087,0,407.15,15,0.0
ITEM00000811,ORD0000272,PROD00045,3,436.8,20,1048.32
ITEM00000812,ORD0000272,PROD00119,0,379.84,5,0.0
ITEM00000813,ORD0000273,PROD00043,2,516.59,20,826.54
ITEM00000814,ORD0000273,PROD00036,2,247.69,0,495.38
ITEM00000815,ORD0000273,PROD00085,1,51.69,20,41.35
ITEM00000816,ORD0000273,PROD00123,1,408.23,20,326.58
ITEM00000817,ORD0000273,PROD00085,1,51.69,15,43.94
ITEM00000818,ORD0000274,PROD00024,3,238.17,20,571.61
ITEM00000819,ORD0000274,PROD00127,4,478.61,20,1531.55
ITEM00000820,ORD0000274,PROD00078,1,243.26,20,194.61
ITEM00000821,ORD0000274,PROD00043,4,516.59,15,1756.41
ITEM00000822,ORD0000275,PROD00018,3,204.67,20,491.21
ITEM00000823,ORD0000276,PROD00061,4,213.11,15,724.57
ITEM00000824,ORD0000276,PROD00013,4,384.86,5,1462.47
ITEM00000825,ORD0000276,PROD00088,4,143.73,0,574.92
ITEM00000826,ORD0000276,PROD00059,3,99.25,20,238.2
ITEM00000827,ORD0000276,PROD00110,-3,47.42,0,-142.26
ITEM00000828,ORD0000277,PROD00118,2,749.49,0,1498.98
ITEM00000829,ORD0000277,PROD00022,3,464.76,5,1324.57
ITEM00000830,ORD0000277,PROD00009,3,335.59,0,1006.77
ITEM00000831,ORD0000278,PROD00062,1,648.8,15,551.48
ITEM00000832,ORD0000278,PROD00011,4,12.18,0,48.72
ITEM00000833,ORD0000278,PROD00100,3,339.5,0,1018.5
ITEM00000834,ORD0000278,PROD00093,2,569.08,20,910.53
ITEM00000835,ORD0000278,PROD00101,3,547.91,10,1479.36
ITEM00000836,ORD0000279,PROD00001,2,505.51,0,1011.02
ITEM00000837,ORD0000280,PROD00132,4,465.54,20,1489.73
ITEM00000838,ORD0000281,PROD00085,4,51.69,0,206.76
ITEM00000839,ORD0000281,PROD00093,3,569.08,15,1451.15
ITEM00000840,ORD0000281,PROD00097,1,813.81,5,773.12
ITEM00000841,ORD0000281,PROD00127,3,478.61,0,1435.83
ITEM00000842,ORD0000281,PROD00015,1,41.29,5,39.23
ITEM00000843,ORD0000282,PROD00118,1,749.49,5,712.02
ITEM00000844,ORD0000282,PROD00036,1,247.69,0,247.69
ITEM00000845,ORD0000282,PROD00037,2,244.79,10,440.62
ITEM00000846,ORD0000282,PROD00131,1,737.86,0,737.86
ITEM00000847,ORD0000282,PROD00072,2,109.76,10,197.57
ITEM00000848,ORD0000283,PROD00098,4,457.99,15,1557.17
ITEM00000849,ORD0000284,PROD00127,1,478.61,0,478.61
ITEM00000850,ORD0000284,PROD00036,2,247.69,0,495.38
ITEM00000851,ORD0000284,PROD00042,3,31.38,0,94.14
ITEM00000852,ORD0000284,PROD00080,1,435.36,5,413.59
ITEM00000853,ORD0000284,PROD00093,2,569.08,5,1081.25
ITEM00000854,ORD0000285,PROD00067,3,288.21,5,821.4
ITEM00000855,ORD0000286,PROD00129,4,357.17,20,1142.94
ITEM00000856,ORD0000286,PROD00081,1,646.71,20,517.37
ITEM00000857,ORD0000286,PROD00121,4,64.54,0,258.16
ITEM00000858,ORD0000286,PROD00101,3,547.91,5,1561.54
ITEM00000859,ORD0000287,PROD00011,3,12.18,0,36.54
ITEM00000860,ORD0000288,PROD00106,1,53.37,0,53.37
ITEM00000861,ORD0000288,PROD00046,1,408.56,5,388.13
ITEM00000862,ORD0000288,PROD00088,4,143.73,20,459.94
ITEM00000863,ORD0000288,PROD00087,3,407.15,15,1038.23
ITEM00000864,ORD0000288,PROD00037,4,244.79,0,979.16
ITEM00000865,ORD0000289,PROD00129,1,357.17,15,303.59
ITEM00000866,ORD0000290,PROD00071,2,260.85,15,443.45
ITEM00000867,ORD0000290,PROD00062,1,648.8,0,648.8
ITEM00000868,ORD0000290,PROD00098,3,457.99,15,1167.87
ITEM00000869,ORD0000290,PROD00099,3,313.86,20,753.26
ITEM00000870,ORD0000290,PROD00131,3,737.86,0,2213.58
ITEM00000871,ORD0000291,PROD00093,1,569.08,0,569.08
ITEM00000872,ORD0000292,PROD00115,3,500.29,5,1425.83
ITEM00000873,ORD0000292,PROD00009,1,335.59,5,318.81
ITEM00000874,ORD0000293,PROD00085,2,51.69,20,82.7
ITEM00000875,ORD0000293,PROD00054,3,218.97,20,525.53
ITEM00000876,ORD0000293,PROD00008,2,333.4,0,666.8
ITEM00000877,ORD0000294,PROD00023,1,419.11,10,377.2
ITEM00000878,ORD0000294,PROD00105,2,431.54,0,863.08
ITEM00000879,ORD0000294,PROD00096,3,212.37,0,637.11
ITEM00000880,ORD0000295,PROD00117,2,635.18,0,1270.36
ITEM00000881,ORD0000295,PROD00029,4,479.65,20,1534.88
ITEM00000882,ORD0000295,PROD00050,1,210.35,10,189.31
ITEM00000883,ORD0000295,PROD00005,4,501.05,20,1603.36
ITEM00000884,ORD0000296,PROD00006,1,830.78,0,830.78
ITEM00000885,ORD0000296,PROD00107,1,698.59,15,593.8
ITEM00000886,ORD0000296,PROD00068,3,741.36,10,2001.67
ITEM00000887,ORD0000297,PROD00091,4,405.6,20,1297.92
ITEM00000888,ORD0000297,PROD00117,1,635.18,20,508.14
ITEM00000889,ORD0000298,PROD00082,4,36.1,0,144.4
ITEM00000890,ORD0000298,PROD00028,3,442.91,0,1328.73
ITEM00000891,ORD0000298,PROD00091,3,405.6,0,1216.8
ITEM00000892,ORD0000299,PROD00042,4,31.38,0,125.52
ITEM00000893,ORD0000299,PROD00029,2,479.65,10,863.37
ITEM00000894,ORD0000299,PROD00098,0,457.99,20,0.0
ITEM00000895,ORD0000299,PROD00023,4,419.11,0,1676.44
ITEM00000896,ORD0000300,PROD00119,4,379.84,0,1519.36
ITEM00000897,ORD0000300,PROD00002,2,264.6,0,529.2
ITEM00000898,ORD0000300,PROD00098,1,457.99,0,457.99
ITEM00000899,ORD0000300,PROD00052,4,376.62,10,1355.83
ITEM00000900,ORD0000300,PROD00113,1,306.91,15,260.87
ITEM00000901,ORD0000301,PROD00121,4,64.54,0,258.16
ITEM00000902,ORD0000301,PROD00128,4,304.82,0,1219.28
ITEM00000903,ORD0009302,PROD00002,2,264.6,0,793.8
ITEM00000904,ORD0009302,PROD00058,3,566.95,0,1700.85
ITEM00000905,ORD0009302,PROD00010,1,297.36,0,297.36
