order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000638,ORD0000211,PROD00088,1,143.73,20,114.98
ITEM00000639,ORD0000211,PROD00066,1,572.75,0,572.75
ITEM00000640,ORD0000211,PROD00096,3,212.37,15,541.54
ITEM00000641,ORD0000212,PROD00084,1,611.64,0,611.64
ITEM00000642,ORD0000212,PROD00063,3,361.75,0,1085.25
ITEM00000643,ORD0000212,PROD00050,4,210.35,0,841.4
ITEM00000644,ORD0000212,PROD00113,1,306.91,20,245.53
ITEM00000645,ORD0000212,PROD00006,4,830.78,0,3323.12
ITEM00000646,ORD0000213,PROD00098,2,457.99,10,824.38
ITEM00000647,ORD0000213,PROD00065,3,43.7,5,124.55
ITEM00000648,ORD0000213,PROD00004,1,571.38,0,571.38
ITEM00000649,ORD0000214,PROD00010,1,297.36,0,297.36
ITEM00000650,ORD0000215,PROD00101,2,547.91,20,876.66
ITEM00000651,ORD0000215,PROD00020,3,537.46,0,1612.38
ITEM00000652,ORD0000215,PROD00056,3,429.06,0,1287.18
ITEM00000653,ORD0000215,PROD00012,2,707.95,0,1415.9
ITEM00000654,ORD0000216,PROD00100,3,339.5,0,1018.5
ITEM00000655,ORD0000216,PROD00002,3,264.6,10,714.42
ITEM00000656,ORD0000216,PROD00124,3,314.19,0,942.57
ITEM00000657,ORD0000216,PROD00006,2,830.78,5,1578.48
ITEM00000658,ORD0000217,PROD00070,1,592.16,10,532.94
ITEM00000659,ORD0000217,PROD00068,3,741.36,10,2001.67
ITEM00000660,ORD0000217,PROD00036,1,247.69,10,222.92
ITEM00000661,ORD0000217,PROD00025,2,347.65,20,556.24
ITEM00000662,ORD0000218,PROD00061,2,213.11,15,362.29
ITEM00000663,ORD0000218,PROD00019,3,288.28,20,691.87
ITEM00000664,ORD0000218,PROD00088,3,143.73,10,388.07
ITEM00000665,ORD0000219,PROD00016,3,385.89,15,984.02
ITEM00000666,ORD0000219,PROD00083,4,279.13,10,1004.87
ITEM00000667,ORD0000219,PROD00095,2,300.24,20,480.38
ITEM00000668,ORD0000220,PROD00117,4,635.18,5,2413.68
ITEM00000669,ORD0000221,PROD00037,3,244.79,15,624.21
ITEM00000670,ORD0000222,PROD00049,1,703.27,10,632.94
ITEM00000671,ORD0000223,PROD00018,4,204.67,0,818.68
ITEM00000672,ORD0000223,PROD00045,3,436.8,0,1310.4
ITEM00000673,ORD0000223,PROD00006,2,830.78,15,1412.33
ITEM00000674,ORD0000223,PROD00069,2,415.53,15,706.4
ITEM00000675,ORD0000224,PROD00073,1,669.5,0,669.5
ITEM00000676,ORD0000224,PROD00062,1,648.8,0,648.8
ITEM00000677,ORD0000225,PROD00088,2,143.73,0,287.46
ITEM00000678,ORD0000225,PROD00049,3,703.27,10,1898.83
ITEM00000679,ORD0000225,PROD00004,3,571.38,0,1714.14
ITEM00000680,ORD0000225,PROD00055,3,688.52,0,2065.56
ITEM00000681,ORD0000225,PROD00007,4,543.7,5,2066.06
ITEM00000682,ORD0000226,PROD00012,1,707.95,15,601.76
ITEM00000683,ORD0000226,PROD00086,4,706.05,10,2541.78
ITEM00000684,ORD0000226,PROD00103,3,164.74,5,469.51
ITEM00000685,ORD0000226,PROD00004,1,571.38,0,571.38
ITEM00000686,ORD0000227,PROD00085,2,51.69,0,103.38
ITEM00000687,ORD0000227,PROD00005,2,501.05,0,1002.1
ITEM00000688,ORD0000227,PROD00037,1,244.79,0,244.79
ITEM00000689,ORD0000227,PROD00093,4,569.08,0,2276.32
ITEM00000690,ORD0000227,PROD00040,3,808.97,0,2426.91
ITEM00000691,ORD0000228,PROD00117,3,635.18,0,1905.54
ITEM00000692,ORD0000228,PROD00071,2,260.85,0,521.7
ITEM00000693,ORD0000228,PROD00003,4,515.63,0,2062.52
ITEM00000694,ORD0000229,PROD00008,2,333.4,0,666.8
ITEM00000695,ORD0000230,PROD00067,3,288.21,15,734.94
ITEM00000696,ORD0000230,PROD00039,2,527.08,20,843.33
ITEM00000697,ORD0000231,PROD00114,4,549.35,0,2197.4
ITEM00000698,ORD0000231,PROD00089,4,69.69,5,264.82
ITEM00000699,ORD0000232,PROD00017,4,215.88,15,733.99
ITEM00000700,ORD0000233,PROD00058,1,566.95,0,566.95
ITEM00000701,ORD0000233,PROD00006,3,830.78,15,2118.49
ITEM00000702,ORD0000233,PROD00112,2,317.53,0,635.06
ITEM00000703,ORD0000233,PROD00091,2,405.6,0,811.2
ITEM00000704,ORD0000234,PROD00041,4,399.39,20,1278.05
ITEM00000705,ORD0000234,PROD00069,2,415.53,20,664.85
ITEM00000706,ORD0000235,PROD00064,2,486.63,0,973.26
ITEM00000707,ORD0000235,PROD00116,2,429.24,10,772.63
ITEM00000708,ORD0000235,PROD00014,2,92.02,20,147.23
ITEM00000709,ORD0000235,PROD00093,1,569.08,20,455.26
ITEM00000710,ORD0000236,PROD00029,2,479.65,0,959.3
ITEM00000711,ORD0000237,PROD00119,4,379.84,0,1519.36
ITEM00000712,ORD0000237,PROD00107,3,698.59,15,1781.4
ITEM00000713,ORD0000238,PROD00010,2,297.36,10,535.25
ITEM00000714,ORD0000239,PROD00013,3,384.86,0,1154.58
ITEM00000715,ORD0000240,PROD00001,2,505.51,0,1011.02
ITEM00000716,ORD0000240,PROD00038,1,594.86,10,535.37
ITEM00000717,ORD0000240,PROD00091,4,405.6,0,1622.4
ITEM00000718,ORD0000240,PROD00090,2,102.93,20,164.69
ITEM00000719,ORD0000241,PROD00004,3,571.38,0,1714.14
ITEM00000720,ORD0000241,PROD00018,1,204.67,0,204.67
ITEM00000721,ORD0000242,PROD00003,3,515.63,15,1314.86
ITEM00000722,ORD0000242,PROD00011,4,12.18,10,43.85
ITEM00000723,ORD0000242,PROD00073,3,669.5,15,1707.22
ITEM00000724,ORD0000243,PROD00108,4,429.09,0,1716.36
ITEM00000725,ORD0000243,PROD00100,4,339.5,5,1290.1
ITEM00000726,ORD0000243,PROD00037,1,244.79,0,244.79
ITEM00000727,ORD0000244,PROD00062,2,648.8,15,1102.96
ITEM00000728,ORD0000244,PROD00030,1,572.01,20,457.61
ITEM00000729,ORD0000244,PROD00009,1,335.59,5,318.81
ITEM00000730,ORD0000244,PROD00084,4,611.64,10,2201.9
ITEM00000731,ORD0000245,PROD00131,3,737.86,10,1992.22
ITEM00000732,ORD0000245,PROD00098,2,457.99,20,732.78
ITEM00000733,ORD0000245,PROD00097,3,813.81,15,2075.22
ITEM00000734,ORD0000245,PROD00017,4,215.88,10,777.17
ITEM00000735,ORD0000246,PROD00058,3,566.95,0,1700.85
ITEM00000736,ORD0000246,PROD00122,3,506.96,10,1368.79
ITEM00000737,ORD0000246,PROD00123,2,408.23,0,816.46
ITEM00000738,ORD0000246,PROD00017,3,215.88,10,582.88
ITEM00000739,ORD0000246,PROD00053,2,283.39,20,453.42
ITEM00000740,ORD0000247,PROD00046,1,408.56,0,408.56
ITEM00000741,ORD0000247,PROD00098,3,457.99,20,1099.18
ITEM00000742,ORD0000247,PROD00110,1,47.42,5,45.05
ITEM00000743,ORD0000247,PROD00040,3,808.97,5,2305.56
ITEM00000744,ORD0000248,PROD00116,1,429.24,0,429.24
ITEM00000745,ORD0000248,PROD00102,3,180.72,5,515.05
ITEM00000746,ORD0000248,PROD00029,4,479.65,15,1630.81
ITEM00000747,ORD0000249,PROD00094,4,422.89,10,1522.4
ITEM00000748,ORD0000249,PROD00061,3,213.11,10,575.4
ITEM00000749,ORD0000250,PROD00001,3,505.51,0,1516.53
ITEM00000750,ORD0000250,PROD00046,3,408.56,15,1041.83
ITEM00000751,ORD0000251,PROD00113,1,306.91,10,276.22
ITEM00000752,ORD0000251,PROD00127,1,478.61,0,478.61
ITEM00000753,ORD0000251,PROD00033,4,50.35,20,161.12
ITEM00000754,ORD0000252,PROD00097,3,813.81,0,2441.43
ITEM00000755,ORD0000252,PROD00076,4,444.05,5,1687.39
ITEM00000756,ORD0000252,PROD00066,3,572.75,0,1718.25
ITEM00000757,ORD0000252,PROD00099,2,313.86,10,564.95
ITEM00000758,ORD0000253,PROD00085,1,51.69,0,51.69
ITEM00000759,ORD0000253,PROD00115,4,500.29,5,1901.1
ITEM00000760,ORD0000254,PROD00119,4,379.84,15,1291.46
ITEM00000761,ORD0000254,PROD00112,4,317.53,5,1206.61
ITEM00000762,ORD0000254,PROD00046,1,408.56,5,388.13
ITEM00000763,ORD0000254,PROD00102,4,180.72,0,722.88
ITEM00000764,ORD0000254,PROD00132,1,465.54,15,395.71
