order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000095,ORD0000031,PROD00052,3,376.62,15,960.38
ITEM00000096,ORD0000032,PROD00046,3,408.56,0,1225.68
ITEM00000097,ORD0000032,PROD00005,3,501.05,0,1503.15
ITEM00000098,ORD0000032,PROD00004,1,571.38,15,485.67
ITEM00000099,ORD0000032,PROD00130,2,161.89,10,291.4
ITEM00000100,ORD0000032,PROD00122,2,506.96,5,963.22
ITEM00000101,ORD0000033,PROD00101,3,547.91,15,1397.17
ITEM00000102,ORD0000033,PROD00056,2,429.06,0,858.12
ITEM00000103,ORD0000033,PROD00051,2,174.69,5,331.91
ITEM00000104,ORD0000033,PROD00089,1,69.69,20,55.75
ITEM00000105,ORD0000033,PROD00034,1,508.64,0,508.64
ITEM00000106,ORD0000034,PROD00130,3,161.89,10,437.1
ITEM00000107,ORD0000034,PROD00063,3,361.75,0,1085.25
ITEM00000108,ORD0000034,PROD00118,2,749.49,0,1498.98
ITEM00000109,ORD0000034,PROD00069,4,415.53,0,1662.12
ITEM00000110,ORD0000035,PROD00080,2,435.36,0,870.72
ITEM00000111,ORD0000036,PROD00072,2,109.76,0,219.52
ITEM00000112,ORD0000036,PROD00130,1,161.89,0,161.89
ITEM00000113,ORD0000036,PROD00068,1,741.36,0,741.36
ITEM00000114,ORD0000036,PROD00103,1,164.74,5,156.5
ITEM00000115,ORD0000037,PROD00040,4,808.97,20,2588.7
ITEM00000116,ORD0000037,PROD00084,4,611.64,0,2446.56
ITEM00000117,ORD0000037,PROD00073,2,669.5,0,1339.0
ITEM00000118,ORD0000037,PROD00132,4,465.54,15,1582.84
ITEM00000119,ORD0000037,PROD00130,2,161.89,10,291.4
ITEM00000120,ORD0000038,PROD00022,1,464.76,0,464.76
ITEM00000121,ORD0000038,PROD00035,3,717.03,0,2151.09
ITEM00000122,ORD0000039,PROD00063,4,361.75,0,1447.0
ITEM00000123,ORD0000040,PROD00017,4,215.88,0,863.52
ITEM00000124,ORD0000040,PROD00020,3,537.46,0,1612.38
ITEM00000125,ORD0000040,PROD00053,2,283.39,15,481.76
ITEM00000126,ORD0000040,PROD00118,4,749.49,20,2398.37
ITEM00000127,ORD0000040,PROD00098,1,457.99,5,435.09
ITEM00000128,ORD0000041,PROD00038,3,594.86,0,1784.58
ITEM00000129,ORD0000041,PROD00078,2,243.26,0,486.52
ITEM00000130,ORD0000041,PROD00124,1,314.19,5,298.48
ITEM00000131,ORD0000041,PROD00069,1,415.53,15,353.2
ITEM00000132,ORD0000041,PROD00056,4,429.06,0,1716.24
ITEM00000133,ORD0000042,PROD00052,3,376.62,0,1129.86
ITEM00000134,ORD0000043,PROD00116,3,429.24,5,1223.33
ITEM00000135,ORD0000043,PROD00054,2,218.97,0,437.94
ITEM00000136,ORD0000043,PROD00024,2,238.17,15,404.89
ITEM00000137,ORD0000043,PROD00068,3,741.36,0,2224.08
ITEM00000138,ORD0000043,PROD00131,3,737.86,0,2213.58
ITEM00000139,ORD0000044,PROD00041,1,399.39,5,379.42
ITEM00000140,ORD0000045,PROD00097,3,813.81,0,2441.43
ITEM00000141,ORD0000045,PROD00085,1,51.69,0,51.69
ITEM00000142,ORD0000045,PROD00087,4,407.15,0,1628.6
