order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
ITEM00000991,ORD0000333,PROD00095,2,300.24,5,570.46
ITEM00000992,ORD0000333,PROD00020,3,537.46,10,1451.14
ITEM00000993,ORD0000333,PROD00098,2,457.99,20,732.78
ITEM00000994,ORD0000333,PROD00066,2,572.75,5,1088.22
ITEM00000995,ORD0000333,PROD00094,3,422.89,15,1078.37
ITEM00000996,ORD0000334,PROD00003,4,515.63,5,1959.39
ITEM00000997,ORD0000334,PROD00088,2,143.73,5,273.09
ITEM00000998,ORD0000334,PROD00084,2,611.64,5,1162.12
ITEM00000999,ORD0000335,PROD00095,3,300.24,5,855.68
ITEM00001000,ORD0000335,PROD00127,3,478.61,0,1435.83
ITEM00001001,ORD0000336,PROD00035,4,717.03,10,2581.31
ITEM00001002,ORD0000336,PROD00108,1,429.09,5,407.64
ITEM00001003,ORD0000336,PROD00117,3,635.18,10,1714.99
ITEM00001004,ORD0000336,PROD00092,3,480.65,15,1225.66
ITEM00001005,ORD0000336,PROD00112,3,317.53,0,952.59
ITEM00001006,ORD0000337,PROD00075,2,740.14,15,1258.24
ITEM00001007,ORD0000338,PROD00042,1,31.38,10,28.24
ITEM00001008,ORD0000338,PROD00117,1,635.18,0,635.18
ITEM00001009,ORD0000338,PROD00004,4,571.38,15,1942.69
ITEM00001010,ORD0000339,PROD00022,2,464.76,0,929.52
ITEM00001011,ORD0000339,PROD00045,2,436.8,0,873.6
ITEM00001012,ORD0000340,PROD00023,2,419.11,0,838.22
ITEM00001013,ORD0000341,PROD00123,3,408.23,0,1224.69
ITEM00001014,ORD0000341,PROD00015,1,41.29,0,41.29
ITEM00001015,ORD0000341,PROD00042,3,31.38,0,94.14
ITEM00001016,ORD0000341,PROD00017,1,215.88,15,183.5
ITEM00001017,ORD0000342,PROD00049,1,703.27,20,562.62
ITEM00001018,ORD0000342,PROD00040,4,808.97,5,3074.09
