order_id,order_date,customer_id,store_id,rep_id,order_status,payment_method,order_total,created_at
ORD0000227,2024-01-19,CUST00335,STORE011,REP0040,Completed,Bank Transfer,6053.5,2024-01-19
ORD0000228,2024-01-19,CUST00133,STORE016,REP0004,Refunded,PayPal,4489.76,2024-01-19
ORD0000229,2024-01-19,CUST00078,STORE008,REP0038,Refunded,Credit Card,666.8,2024-01-19
ORD0000230,2024-01-19,CUST00279,STORE017,REP0013,Cancelled,Debit Card,1578.27,2024-01-19
ORD0000231,2024-01-19,CUST00271,STORE001,REP0023,Refunded,Debit Card,2462.22,2024-01-19
ORD0000232,2024-01-19,CUST00166,STORE001,REP0007,Pending,PayPal,733.99,2024-01-19
ORD0000233,2024-01-19,CUST00031,STORE008,REP0038,Completed,Gift Card,4131.7,2024-01-19
ORD0000234,2024-01-19,CUST00330,STORE009,REP0033,Completed,PayPal,1942.9,2024-01-19
ORD0000235,2024-01-19,CUST00145,STORE003,REP0020,Completed,Gift Card,2348.38,2024-01-19
ORD0000236,2024-01-19,CUST00094,STORE014,REP0012,Completed,Debit Card,959.3,2024-01-19
ORD0000237,2024-01-19,CUST00155,STORE005,REP0007,Completed,Gift Card,3300.76,2024-01-19
ORD0000238,2024-01-19,CUST00172,STORE002,REP0008,Completed,Bank Transfer,535.25,2024-01-19
ORD0000239,2024-01-19,CUST00119,STORE014,REP0034,Completed,Credit Card,1154.58,2024-01-19
ORD0000240,2024-01-19,CUST00062,STORE016,REP0004,Cancelled,Debit Card,3333.48,2024-01-19
ORD0000241,2024-01-19,CUST00375,STORE003,REP0020,Pending,Bank Transfer,1918.81,2024-01-19
ORD0000242,2024-01-19,CUST00025,STORE014,REP0031,Completed,Gift Card,3065.93,2024-01-19
ORD0000243,2024-01-19,CUST00382,STORE009,REP0033,Completed,Bank Transfer,3251.25,2024-01-19
ORD0000244,2024-01-19,CUST00257,STORE009,REP0036,Cancelled,PayPal,4081.28,2024-01-19
ORD0000245,2024-01-19,CUST00234,STORE001,REP0031,Pending,PayPal,5577.39,2024-01-19
ORD0000246,2024-01-19,CUST00314,STORE011,REP0040,Pending,PayPal,4922.4,2024-01-19
ORD0000247,2024-01-19,CUST00123,STORE006,REP0001,Refunded,Credit Card,3858.35,2024-01-19
ORD0000248,2024-01-19,CUST00187,STORE012,REP0034,Cancelled,Gift Card,2575.1,2024-01-19
ORD0000249,2024-01-19,CUST00375,STORE006,REP0001,Completed,PayPal,2097.8,2024-01-19
ORD0000250,2024-01-19,CUST00196,STORE009,REP0027,Cancelled,Bank Transfer,2558.36,2024-01-19
ORD0000251,2024-01-19,CUST00141,STORE011,REP0040,Completed,PayPal,915.95,2024-01-19
ORD0000252,2024-01-19,CUST00317,STORE012,REP0003,Pending,Debit Card,6412.02,2024-01-19
ORD0000253,2024-01-19,CUST00365,STORE012,REP0005,Pending,Bank Transfer,1952.79,2024-01-19
ORD0000254,2024-01-19,CUST00213,STORE016,REP0004,Completed,Debit Card,4004.79,2024-01-19
